"date","close","volume","open","high","low"
"2017/05/16","123.3600","2126374.0000","123.6300","123.6500","123.0699"
"2017/05/15","123.4300","3097149.0000","123.0700","123.5900","123.0400"
"2017/05/12","122.7700","1235294.0000","122.9100","122.9100","122.5950"
"2017/05/11","123.0100","1499617.0000","123.0200","123.1300","122.3300"
"2017/05/10","123.3700","1468633.0000","123.0900","123.3800","122.9300"
"2017/05/09","123.1000","1845515.0000","123.3600","123.4261","122.8500"
"2017/05/08","123.1400","2150873.0000","123.3600","123.4500","122.9000"
"2017/05/05","123.3300","2057662.0000","122.9500","123.3300","122.6800"
"2017/05/04","122.7200","1564459.0000","122.8300","122.8300","122.1601"
"2017/05/03","122.6300","3690976.0000","122.5900","122.7800","122.2800"
"2017/05/02","122.9300","1755917.0000","123.0900","123.2500","122.7000"
"2017/05/01","122.9300","1983120.0000","122.9300","123.1942","122.6200"
"2017/04/28","122.6100","1795827.0000","123.1600","123.2100","122.5500"
"2017/04/27","123.0200","1867979.0000","123.1200","123.2100","122.6900"
"2017/04/26","122.9000","3080062.0000","122.9000","123.4500","122.8546"
"2017/04/25","122.8700","2145041.0000","122.5600","123.0900","122.5200"
"2017/04/24","122.1100","2178736.0000","122.1700","122.2755","121.8800"
"2017/04/21","120.8300","2006530.0000","121.2100","121.2100","120.6100"
"2017/04/20","121.2200","1783425.0000","120.5900","121.4299","120.3748"
"2017/04/19","120.2300","1807013.0000","120.7200","120.9200","120.0784"
"2017/04/18","120.3300","1865431.0000","120.2000","120.5650","119.8500"
"2017/04/17","120.5900","3198893.0000","119.8800","120.6100","119.6800"
"2017/04/13","119.5500","2850692.0000","120.1500","120.5600","119.5500"
"2017/04/12","120.3700","1967193.0000","120.8800","120.9900","120.2300"
"2017/04/11","120.9900","2895446.0000","120.8700","121.0000","120.0591"
"2017/04/10","121.0300","1669447.0000","121.0400","121.5100","120.7000"
"2017/04/07","120.8800","1997236.0000","120.8400","121.2900","120.5900"
"2017/04/06","120.9700","2056066.0000","120.6900","121.2600","120.3800"
"2017/04/05","120.5900","3905730.0000","121.4900","122.0199","120.4410"
"2017/04/04","121.0800","2462641.0000","120.8900","121.1050","120.6400"
"2017/04/03","121.0200","3100553.0000","121.4500","121.5000","120.3300"
"2017/03/31","121.3200","1815860.0000","121.4200","121.7155","121.2600"
"2017/03/30","121.5300","2076791.0000","121.1400","121.6200","120.9900"
"2017/03/29","121.0800","3196243.0000","120.8800","121.2300","120.5800"
"2017/03/28","120.8600","2698282.0000","119.9600","121.1400","119.7800"
"2017/03/27","120.0200","2926414.0000","119.1800","120.1900","118.8900"
"2017/03/24","120.1600","2305438.0000","120.4200","120.7400","119.6600"
"2017/03/23","120.6900","2256112.0000","120.6600","121.3900","120.4667"
"2017/03/22","120.7300","2896531.0000","120.4800","120.9100","120.1000"
"2017/03/21","120.5700","3352093.0000","122.6900","122.7200","120.4440"
"2017/03/20","122.2717","3239871.0000","122.5100","122.6200","122.0708"
"2017/03/17","122.5700","1973879.0000","122.8400","122.8848","122.4500"
"2017/03/16","122.6400","2050100.0000","122.9600","123.0000","122.4300"
"2017/03/15","122.7900","1892208.0000","121.9800","123.0400","121.8914"
"2017/03/14","121.6900","2269367.0000","121.8700","121.8700","121.2400"
"2017/03/13","122.1300","2002832.0000","122.0600","122.1600","121.8600"
"2017/03/10","122.0400","2987470.0000","122.1900","122.2500","121.4551"
"2017/03/09","121.6000","3851237.0000","121.6000","121.8899","121.0200"
"2017/03/08","121.5400","2374575.0000","121.9900","122.1800","121.4700"
"2017/03/07","121.8800","1612624.0000","122.2100","122.2900","121.7500"
"2017/03/06","122.2700","1716274.0000","122.4800","122.4800","121.9000"
"2017/03/03","122.7500","1651576.0000","122.6300","122.8000","122.3300"
"2017/03/02","122.6500","2421496.0000","123.4200","123.4200","122.6100"
"2017/03/01","123.4400","2874554.0000","122.8100","123.7270","122.6500"
"2017/02/28","121.8000","2230944.0000","122.1800","122.1800","121.6100"
"2017/02/27","122.2500","2624938.0000","121.9200","122.3554","121.7400"
"2017/02/24","121.9800","2962938.0000","121.3800","121.9900","121.2400"
"2017/02/23","121.7800","2024884.0000","122.2100","122.2300","121.3200"
"2017/02/22","121.8700","1973457.0000","121.8200","122.0300","121.6807"
"2017/02/21","122.0300","2422853.0000","121.5500","122.1300","121.3900"
"2017/02/17","121.3100","1948464.0000","120.6600","121.3100","120.6600"
"2017/02/16","121.1300","2034801.0000","121.2500","121.3700","120.6400"
"2017/02/15","121.2400","1998197.0000","120.5700","121.3500","120.4500"
"2017/02/14","120.5800","2051170.0000","120.1000","120.6300","119.8501"
"2017/02/13","120.1400","1985516.0000","119.9200","120.3300","119.8700"
"2017/02/10","119.5400","1837815.0000","119.2900","119.7000","119.2100"
"2017/02/09","119.0400","1635315.0000","118.4200","119.2063","118.3800"
"2017/02/08","118.2600","1835984.0000","117.9200","118.3200","117.6900"
"2017/02/07","118.1300","3366041.0000","118.4300","118.5300","117.9600"
"2017/02/06","118.1400","1598823.0000","118.2600","118.4100","117.9400"
"2017/02/03","118.4200","1837427.0000","117.9900","118.5199","117.9200"
"2017/02/02","117.5300","1745298.0000","117.2100","117.7200","117.0200"
"2017/02/01","117.4500","2614339.0000","117.8600","118.0401","117.0700"
"2017/01/31","117.4600","3308037.0000","117.0000","117.4600","116.7300"
"2017/01/30","117.3600","3006114.0000","117.7300","117.8000","116.6800"
"2017/01/27","118.1600","1479537.0000","118.4500","118.4800","118.0236"
"2017/01/26","118.3500","2178313.0000","118.5600","118.6200","118.2299"
"2017/01/25","118.5200","2427843.0000","118.0200","118.5600","117.9400"
"2017/01/24","117.5100","2165873.0000","116.8200","117.7400","116.7400"
"2017/01/23","116.6000","1938942.0000","116.7500","116.9700","116.1700"
"2017/01/20","116.9100","2636088.0000","116.8400","117.2300","116.5900"
"2017/01/19","116.5100","1857276.0000","117.0300","117.1400","116.2400"
"2017/01/18","116.9700","1901749.0000","116.8000","117.0000","116.4800"
"2017/01/17","116.7000","2583687.0000","116.8600","117.0600","116.4741"
"2017/01/13","117.2200","2031776.0000","116.9900","117.4000","116.9800"
"2017/01/12","116.9300","2342398.0000","117.0400","117.0400","116.0100"
"2017/01/11","117.2400","2751734.0000","116.9100","117.2400","116.4898"
"2017/01/10","116.8700","2055270.0000","116.7600","117.3600","116.6200"
"2017/01/09","116.7800","2461641.0000","117.1000","117.1357","116.7350"
"2017/01/06","117.2300","2317598.0000","117.0200","117.5150","116.6400"
"2017/01/05","116.8600","2604032.0000","116.9500","117.0886","116.4000"
"2017/01/04","117.0900","3228683.0000","116.4700","117.1900","116.4151"
"2017/01/03","116.2000","2731521.0000","116.1500","116.5500","115.4900"
"2016/12/30","115.3200","2909885.0000","116.0000","116.0000","114.9590"
"2016/12/29","115.7500","1622731.0000","115.7400","116.0299","115.4700"
"2016/12/28","115.7400","2591060.0000","116.8800","116.9300","115.6600"
"2016/12/27","116.7100","3386851.0000","116.5700","116.9899","116.5000"
"2016/12/23","116.4200","2325647.0000","116.2300","116.4200","116.1300"
"2016/12/22","116.2400","3105773.0000","116.4200","116.5100","115.9839"
"2016/12/21","116.5400","2248674.0000","116.8700","116.9200","116.5400"
"2016/12/20","116.8700","2942507.0000","116.8800","116.9300","116.6040"
"2016/12/19","117.1000","2405746.0000","116.9600","117.3200","116.8000"
"2016/12/16","116.7700","1991624.0000","117.2700","117.3799","116.5900"
"2016/12/15","116.9500","3342572.0000","116.5600","117.5300","116.5000"
"2016/12/14","116.4700","3885386.0000","117.4800","117.7300","116.2300"
"2016/12/13","117.5300","4394078.0000","117.3000","117.7900","117.1300"
"2016/12/12","116.8500","4224609.0000","117.1200","117.3500","116.5900"
"2016/12/09","117.1500","2310199.0000","116.7700","117.1500","116.6200"
"2016/12/08","116.5200","2679608.0000","116.1800","116.8490","115.9700"
"2016/12/07","116.1000","3999813.0000","114.6300","116.1900","114.5100"
"2016/12/06","114.6800","2355537.0000","114.3400","114.7050","114.0200"
"2016/12/05","114.1000","3843047.0000","113.9000","114.3700","113.7700"
"2016/12/02","113.3100","1755683.0000","113.3400","113.6700","113.1500"
"2016/12/01","113.3100","2601208.0000","114.0300","114.0300","113.0748"
"2016/11/30","113.7800","4406315.0000","114.4700","114.5500","113.7800"
"2016/11/29","114.0500","1544241.0000","113.9000","114.3500","113.6800"
"2016/11/28","113.8900","1849844.0000","114.3200","114.4100","113.8000"
"2016/11/25","114.5500","889818.0000","114.3500","114.5500","114.2100"
"2016/11/23","114.1100","1818703.0000","113.7200","114.1200","113.4900"
"2016/11/22","113.9500","2673632.0000","113.8800","114.0399","113.4400"
"2016/11/21","113.6200","2493391.0000","113.1200","113.6300","112.8700"
"2016/11/18","112.7700","2298222.0000","113.0500","113.1200","112.6666"
"2016/11/17","112.9800","1874881.0000","112.5300","113.0354","112.3500"
"2016/11/16","112.4100","7113854.0000","112.3700","112.5301","112.1350"
"2016/11/15","112.5700","6036734.0000","112.0400","112.6000","111.7600"
"2016/11/14","111.7000","5234031.0000","111.7800","112.0500","111.2899"
"2016/11/11","111.4100","4005082.0000","111.0000","111.5100","110.6900"
"2016/11/10","111.3700","5082488.0000","111.5900","112.1300","110.4800"
"2016/11/09","110.9800","6481988.0000","108.7700","111.3299","108.5000"
"2016/11/08","109.6200","2073533.0000","109.0100","109.9900","108.7300"
"2016/11/07","109.1500","2527542.0000","108.4100","109.1700","108.2100"
"2016/11/04","106.7900","2805434.0000","106.8900","107.5100","106.6900"
"2016/11/03","106.8600","2096478.0000","107.4200","107.6300","106.7100"
"2016/11/02","107.3300","2957352.0000","107.8700","108.0800","107.1100"
"2016/11/01","108.0800","3169631.0000","109.1000","109.1899","107.3900"
"2016/10/31","108.8900","1913599.0000","109.0500","109.2050","108.8050"
"2016/10/28","108.8200","2867139.0000","109.1100","109.5600","108.4700"
"2016/10/27","109.1800","1598105.0000","110.0000","110.0000","109.0800"
"2016/10/26","109.5500","1827446.0000","109.4700","109.9650","109.2600"
"2016/10/25","109.8800","2079081.0000","110.2500","110.3300","109.7900"
"2016/10/24","110.3500","2004855.0000","110.3900","110.6000","110.1260"
"2016/10/21","109.8000","1234425.0000","109.4100","109.8950","109.2000"
"2016/10/20","109.8400","2016977.0000","109.9000","110.1700","109.4200"
"2016/10/19","110.0500","1408192.0000","109.9400","110.2500","109.6200"
"2016/10/18","109.7000","1635171.0000","109.9200","110.0250","109.5000"
"2016/10/17","109.0600","2507710.0000","109.3800","109.5400","108.9400"
"2016/10/14","109.3700","2673995.0000","110.0000","110.3200","109.3600"
"2016/10/13","109.4000","1985828.0000","109.0100","109.7191","108.4790"
"2016/10/12","109.7900","1849460.0000","109.7800","110.1300","109.4554"
"2016/10/11","109.6600","1996923.0000","110.9400","110.9500","109.2400"
"2016/10/10","111.1400","1134953.0000","111.1000","111.4400","111.0000"
"2016/10/07","110.5400","1770623.0000","111.1500","111.2300","110.0600"
"2016/10/06","110.9600","1067724.0000","110.7500","111.0900","110.3900"
"2016/10/05","110.9200","2119012.0000","110.7800","111.2200","110.5900"
"2016/10/04","110.4900","2701097.0000","111.1200","111.2200","110.1000"
"2016/10/03","110.9900","2207290.0000","111.0900","111.2300","110.6300"
"2016/09/30","111.3300","1722522.0000","110.9700","111.7100","110.7500"
"2016/09/29","110.4600","2037242.0000","111.4800","111.6165","110.1650"
"2016/09/28","111.5500","1439932.0000","111.0600","111.6000","110.4599"
"2016/09/27","110.9000","1292436.0000","110.2300","110.9500","109.9900"
"2016/09/26","110.2700","2136727.0000","110.6400","110.8700","110.2100"
"2016/09/23","111.1500","1532049.0000","111.5900","111.6800","111.1140"
"2016/09/22","111.7900","1525236.0000","111.6300","111.9238","111.5300"
"2016/09/21","110.9800","1971782.0000","110.1100","111.0750","109.7100"
"2016/09/20","109.7200","1603438.0000","110.2900","110.3300","109.6900"
"2016/09/19","109.7700","3430163.0000","110.1900","110.5000","109.5200"
"2016/09/16","109.6100","2779419.0000","109.7500","109.7700","109.2200"
"2016/09/15","110.0500","2960400.0000","108.8600","110.2500","108.7400"
"2016/09/14","108.9300","2041601.0000","109.0500","109.7100","108.6074"
"2016/09/13","108.9200","5122120.0000","109.9500","110.0100","108.5700"
"2016/09/12","111.1900","3043615.0000","109.1900","111.4000","109.0519"
"2016/09/09","109.6550","3336687.0000","111.7200","111.7250","109.6500"
"2016/09/08","112.4600","1152485.0000","112.5700","112.6700","112.2600"
"2016/09/07","112.7500","1589960.0000","112.5400","112.7500","112.2900"
"2016/09/06","112.6000","4111468.0000","112.4600","112.6200","112.0200"
"2016/09/02","112.2800","1563214.0000","112.1900","112.5100","111.9200"
"2016/09/01","111.7100","1670925.0000","111.7700","111.8900","110.9700"
