Date,Open,High,Low,Close,Adj Close,Volume
2001-06-18,55.814999,56.724998,55.235001,41.600319,56.139999,2957200
2001-06-25,56.099998,56.810001,55.029999,41.867088,56.500000,863400
2001-07-02,56.299999,56.970001,54.500000,40.486046,54.500000,1751400
2001-07-09,54.715000,55.869999,53.630001,41.410896,55.744999,1610000
2001-07-16,55.775002,56.119999,54.869999,41.217743,55.485001,314400
2001-07-23,55.625000,55.695000,53.400002,41.035751,55.240002,946600
2001-07-30,55.400002,56.200001,54.955002,41.332897,55.639999,462000
2001-08-06,55.599998,55.599998,53.575001,40.471165,54.480000,284400
2001-08-13,54.619999,54.950001,53.169998,39.613174,53.325001,250000
2001-08-20,53.375000,54.345001,52.860001,40.370888,54.345001,551800
2001-08-27,54.200001,54.349998,51.705002,38.758865,52.174999,408800
2001-09-03,52.169998,53.035000,49.750000,36.957424,49.750000,341200
2001-09-10,49.650002,50.299999,49.375000,37.236000,50.125000,75200
2001-09-17,47.125000,48.549999,43.400002,32.890255,44.275002,1427000
2001-09-24,45.500000,47.474998,45.130001,35.267406,47.474998,1784200
2001-10-01,47.099998,49.490002,46.654999,36.269310,48.650002,3545000
2001-10-08,48.224998,50.130001,47.955002,37.026001,49.665001,2752400
2001-10-15,49.400002,50.505001,48.250000,36.440784,48.880001,3271200
2001-10-22,48.849998,50.575001,48.695000,37.551586,50.369999,2374000
2001-10-29,50.200001,50.200001,48.064999,36.940269,49.549999,1655200
2001-11-05,50.400002,51.744999,50.000000,38.051090,51.040001,1119800
2001-11-12,50.490002,52.424999,50.029999,38.755604,51.985001,1097200
2001-11-19,52.250000,52.610001,51.630001,39.105988,52.455002,577200
2001-11-26,52.665001,53.174999,51.520000,38.871147,52.139999,1090200
2001-12-03,51.834999,53.950001,51.570000,39.911140,53.535000,1098600
2001-12-10,53.200001,53.305000,51.400002,38.628876,51.814999,1220000
2001-12-17,51.849998,53.139999,51.814999,39.348278,52.779999,988400
2001-12-24,52.700001,53.630001,52.575001,39.829140,53.424999,532200
2001-12-31,53.474998,54.205002,52.305000,40.445671,54.049999,2606800
2002-01-07,54.375000,54.375000,52.865002,39.570156,52.880001,1619200
2002-01-14,52.849998,52.955002,51.875000,38.915386,52.005001,1488600
2002-01-21,52.424999,52.549999,51.474998,39.181042,52.360001,279800
2002-01-28,52.474998,52.535000,50.215000,38.859264,51.930000,1294600
2002-02-04,51.900002,51.900002,49.950001,37.912663,50.665001,1050800
2002-02-11,50.790001,52.070000,50.724998,38.226952,51.084999,905800
2002-02-18,50.985001,50.985001,49.724998,37.650761,50.314999,396200
2002-02-25,50.575001,52.345001,50.575001,39.169815,52.345001,3011600
2002-03-04,52.500000,54.340000,52.349998,40.385815,53.970001,1121600
2002-03-11,54.000000,54.345001,53.400002,40.378315,53.959999,590000
2002-03-18,54.299999,54.419998,52.935001,39.959278,53.400002,895000
2002-03-25,53.299999,53.529999,52.450001,39.701107,53.055000,1083600
2002-04-01,53.000000,53.235001,52.000000,39.205112,52.244999,4469800
2002-04-08,51.825001,52.715000,51.525002,38.968735,51.930000,442800
2002-04-15,51.974998,52.939999,51.435001,39.464001,52.590000,320600
2002-04-22,52.424999,52.424999,50.279999,37.730541,50.279999,421000
2002-04-29,50.474998,51.500000,49.950001,37.816864,50.395000,554800
2002-05-06,50.514999,51.150002,49.220001,37.145241,49.500000,595400
2002-05-13,49.724998,51.895000,49.540001,38.919956,51.865002,1466000
2002-05-20,51.584999,51.584999,50.395000,38.049465,50.705002,298600
2002-05-27,50.915001,50.915001,49.514999,37.501678,49.974998,349400
2002-06-03,50.000000,50.180000,47.525002,36.286022,48.355000,539600
2002-06-10,48.349998,48.799999,46.189999,35.449322,47.240002,430800
2002-06-17,47.849998,48.915001,46.299999,34.897762,46.505001,1679000
2002-06-24,46.375000,47.044998,44.575001,34.818958,46.400002,2774200
2002-07-01,46.500000,46.500000,43.580002,34.762310,46.195000,1170000
2002-07-08,46.200001,46.275002,42.125000,32.527340,43.224998,1173800
2002-07-15,42.400002,43.325001,39.689999,29.987608,39.849998,2615600
2002-07-22,39.599998,40.200001,36.544998,30.100500,40.000000,5172200
2002-07-29,41.075001,42.744999,40.130001,30.457939,40.474998,2131400
2002-08-05,40.299999,42.724998,39.099998,31.906536,42.400002,2329000
2002-08-12,41.900002,43.744999,41.075001,32.640221,43.375000,857200
2002-08-19,43.424999,45.130001,43.424999,33.166988,44.075001,1951200
2002-08-26,44.150002,44.599998,42.279999,32.248928,42.855000,2106200
2002-09-02,42.150002,42.275002,40.974998,31.680775,42.099998,2059400
2002-09-09,41.750000,43.244999,41.250000,31.455030,41.799999,2593200
2002-09-16,41.790001,42.450001,39.549999,29.927410,39.770000,1650800
2002-09-23,39.500000,40.314999,38.505001,29.351749,39.005001,1033000
2002-09-30,38.355000,39.950001,37.200001,28.339621,37.660000,1120000
2002-10-07,37.650002,39.349998,36.000000,29.548159,39.115002,3547800
2002-10-14,38.724998,41.320000,38.700001,31.111879,41.185001,6461200
2002-10-21,40.924999,42.009998,40.724998,31.667103,41.919998,993000
2002-10-28,42.299999,42.299999,40.485001,31.803068,42.099998,771000
2002-11-04,42.724998,43.200001,41.619999,31.500912,41.700001,1267600
2002-11-11,41.549999,42.605000,40.794998,32.105236,42.500000,2733800
2002-11-18,42.900002,43.799999,41.744999,32.898438,43.549999,2006400
2002-11-25,43.549999,44.125000,42.715000,33.030624,43.724998,749400
2002-12-02,44.540001,44.700001,42.055000,32.301640,42.759998,1222000
2002-12-09,42.400002,42.700001,41.750000,31.538689,41.750000,2555800
2002-12-16,42.049999,42.770000,41.380001,31.753973,42.035000,2862200
2002-12-23,41.959999,42.299999,41.000000,30.972113,41.000000,1436000
2002-12-30,41.250000,42.639999,40.724998,32.236675,42.474998,3972200
2003-01-06,42.799999,43.525002,42.435001,32.877979,43.320000,1674200
2003-01-13,43.724998,43.724998,42.080002,32.103851,42.299999,1660200
2003-01-20,42.424999,42.424999,40.349998,30.726353,40.485001,935800
2003-01-27,40.224998,40.730000,39.424999,30.487278,40.169998,1877000
2003-02-03,40.349998,40.599998,38.849998,29.561338,38.950001,1735400
2003-02-10,39.025002,39.549999,37.880001,29.629654,39.040001,4598400
2003-02-17,39.575001,39.974998,39.145000,30.229240,39.830002,1472400
2003-02-24,39.724998,39.755001,38.439999,30.016720,39.549999,2147000
2003-03-03,39.900002,40.049999,38.224998,29.595505,38.994999,1363200
2003-03-10,38.590000,39.560001,37.195000,29.826979,39.299999,6484200
2003-03-17,39.174999,42.029999,38.904999,31.876175,42.000000,6388800
2003-03-24,41.119999,41.275002,40.299999,30.798450,40.580002,1981800
2003-03-31,39.855000,41.525002,39.505001,31.227259,41.145000,2228800
2003-04-07,42.250000,42.400002,40.430000,31.000320,40.695000,5174600
2003-04-14,40.849998,41.994999,40.785000,31.914454,41.895000,842200
2003-04-21,41.994999,43.145000,41.549999,32.120110,42.165001,1775400
2003-04-28,42.369999,43.744999,42.325001,33.270393,43.674999,1769400
2003-05-05,43.799999,44.169998,43.349998,33.498924,43.974998,1942600
2003-05-12,43.945000,44.744999,43.750000,33.933121,44.544998,1036600
2003-05-19,44.400002,44.400002,43.080002,33.601768,44.110001,1780200
2003-05-26,44.000000,45.724998,43.875000,34.763462,45.634998,1233600
2003-06-02,46.075001,47.865002,45.705002,35.727123,46.900002,1545000
2003-06-09,46.650002,47.549999,46.075001,35.719490,46.889999,1176800
2003-06-16,47.150002,48.075001,47.080002,35.917549,47.150002,1389400
2003-06-23,46.895000,46.895000,46.084999,35.235779,46.255001,1167400
2003-06-30,46.650002,47.169998,45.669998,35.726521,46.750000,866200
2003-07-07,47.250000,48.049999,46.869999,36.303474,47.505001,1018000
2003-07-14,48.070000,48.360001,46.610001,36.108604,47.250000,934200
2003-07-21,47.110001,47.555000,46.450001,36.322575,47.529999,682200
2003-07-28,47.575001,47.915001,46.750000,35.730312,46.755001,993000
2003-08-04,46.674999,47.000000,45.825001,35.539261,46.505001,954400
2003-08-11,46.595001,47.380001,46.404999,36.089489,47.224998,434000
2003-08-18,47.299999,48.549999,47.299999,36.414284,47.650002,1000400
2003-08-25,47.650002,48.490002,47.099998,37.010361,48.430000,1265000
2003-09-01,48.619999,49.480000,48.275002,37.564407,49.154999,1436400
2003-09-08,49.275002,49.660000,48.375000,37.472698,49.035000,1100600
2003-09-15,49.070000,50.000000,48.775002,38.072601,49.820000,1046600
2003-09-22,49.450001,49.610001,47.900002,36.628265,47.930000,1307600
2003-09-29,47.855000,49.825001,47.419998,37.797489,49.459999,969000
2003-10-06,49.529999,50.395000,49.305000,38.284805,49.919998,820000
2003-10-13,50.244999,50.770000,49.830002,38.334663,49.985001,838000
2003-10-20,50.070000,50.419998,48.974998,37.882175,49.395000,903600
2003-10-27,49.625000,50.825001,49.529999,38.836998,50.639999,1212000
2003-11-03,50.895000,51.389999,50.480000,39.017235,50.875000,1198200
2003-11-10,50.994999,51.485001,50.369999,38.975037,50.820000,1040400
2003-11-17,50.450001,51.000000,49.875000,38.353832,50.009998,941600
2003-11-24,50.474998,51.450001,50.450001,39.419868,51.400002,592600
2003-12-01,51.650002,52.125000,51.299999,39.393032,51.365002,1336200
2003-12-08,51.395000,51.959999,50.840000,39.841663,51.950001,1422600
2003-12-15,52.419998,52.610001,51.450001,40.205956,52.424999,2006400
2003-12-22,52.180000,52.825001,52.180000,40.378521,52.650002,682200
2003-12-29,52.974998,53.779999,52.875000,41.023117,53.264999,1208800
2004-01-05,53.695000,54.500000,53.560001,41.627701,54.049999,1299600
2004-01-12,54.220001,55.009998,53.790001,42.328545,54.959999,1791000
2004-01-19,55.174999,55.709999,54.825001,42.509521,55.195000,1245200
2004-01-26,55.264999,55.845001,54.145000,42.066685,54.619999,2184800
